Product Name,OrderCount,TotalQuantity,TotalSales,TotalProfit,AvgPrice,Cluster_DBSCAN
Deflect-O Glasstique Clear Desk Accessories,3,17,124.74,37.037,7.1866666666666665,0
"Deflect-O Light Bulb, Black",20,83,975.453,172.883,13.577850000000002,0
"Deflect-O Light Bulb, Duo Pack",15,44,589.407,-51.073,13.1572,0
"Deflect-O Light Bulb, Durable",13,30,359.8092,66.3992,12.31896923076923,0
"Deflect-O Light Bulb, Erganomic",25,79,1064.1723,293.09229999999997,13.165236,0
"Deflect-O Photo Frame, Black",17,64,2788.587,407.247,44.86805882352941,0
"Deflect-O Photo Frame, Duo Pack",15,48,1914.7259999999999,364.806,39.3164,0
"Deflect-O Photo Frame, Durable",18,56,2100.4018,175.1518,37.685161111111114,0
"Deflect-O Photo Frame, Erganomic",13,37,1411.192,293.332,38.86153846153846,0
"Deflect-O Stacking Tray, Black",24,89,1713.0685,275.12850000000003,19.776520833333333,0
"Deflect-O Stacking Tray, Durable",21,72,1331.94,-121.04,19.268571428571427,0
"Deflect-O Stacking Tray, Erganomic",34,115,1922.8808,-91.33919999999999,17.14015,0
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,5,18,1685.44,244.3888,88.4856,0
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",6,17,673.87,72.07849999999999,39.806666666666665,0
"Deflect-o EconoMat Nonstudded, No Bevel Mat",3,14,702.44,123.96,48.20666666666667,0
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",9,33,1115.6399999999999,-125.1996,33.97422222222222,0
Deflect-o Glass Clear Studded Chair Mats,7,26,1579.3719999999998,318.3616,60.40342857142857,0
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",6,26,1623.248,-343.0956,67.63533333333334,0
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",4,18,437.70000000000005,138.3132,24.803,0
Dell Slim USB Multimedia Keyboard,2,5,125.0,30.0,25.0,0
Deluxe Chalkboard Eraser Cleaner,5,17,182.49,76.461,10.626000000000001,0
Deluxe Heavy-Duty Vinyl Round Ring Binder,7,33,504.24,88.24199999999999,15.389142857142858,0
Deluxe Rollaway Locking File with Drawer,5,14,5572.792,1380.7216,382.60960000000006,0
Design Ebony Sketching Pencil,3,11,13.622,2.3074,1.2973333333333332,0
Desktop 3-Pocket Hot File,2,5,259.68,59.510000000000005,48.69,0
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,3,11,467.92,-14.622499999999999,46.792,0
Digium D40 VoIP phone,9,27,3044.164,571.4257,114.65777777777778,0
Disposable Triple-Filter Dust Bags,4,10,43.7,11.362,4.37,0
"Dixon My First Ticonderoga Pencil, #2",4,19,95.94,17.0235,4.9725,0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",7,27,110.75999999999999,42.8982,4.016571428571429,0
Dixon Ticonderoga Core-Lock Colored Pencils,7,28,229.572,58.6684,8.068857142857143,0
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",2,13,431.28999999999996,165.206,32.894999999999996,0
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",2,14,75.348,20.0928,5.382,0
"Dixon Ticonderoga Maple Cedar Pencil, #2",3,8,23.332,4.912000000000001,2.8653333333333335,0
Dixon Ticonderoga Pencils,3,13,37.548,9.2678,2.781333333333333,0
Document Clip Frames,2,6,45.036,16.0128,7.506,0
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",8,36,3322.878,1517.9064,93.3945,0
"Dual Level, Single-Width Filing Carts",9,43,6574.544,1640.5348000000001,151.61422222222222,0
Durable Pressboard Binders,2,11,37.239999999999995,15.085999999999999,3.42,0
"Eaton Cards & Envelopes, 8.5 x 11",14,41,1624.272,169.632,39.57342857142857,0
"Eaton Cards & Envelopes, Multicolor",14,45,1824.3091000000002,483.19910000000004,41.36526428571428,0
"Eaton Cards & Envelopes, Premium",19,79,3016.3674,442.0174,37.60244210526316,0
"Eaton Cards & Envelopes, Recycled",20,72,2552.8455,344.6655,35.884125,0
"Eaton Computer Printout Paper, 8.5 x 11",28,104,2339.0895,382.3995,22.674064285714284,0
"Eaton Computer Printout Paper, Multicolor",20,44,1104.42,224.76,23.9757,0
"Eaton Computer Printout Paper, Premium",14,58,1062.0,187.95,17.921249999999997,0
"Eaton Computer Printout Paper, Recycled",18,64,1128.6954,238.5054,17.4881,0
"Eaton Memo Slips, 8.5 x 11",15,35,519.712,93.592,15.178133333333333,0
"Eaton Memo Slips, Multicolor",21,95,1016.3125,-21.527500000000007,11.179738095238095,0
"Eaton Memo Slips, Premium",17,60,598.377,103.80699999999999,9.814670588235295,0
"Eaton Memo Slips, Recycled",16,49,486.1675,54.447500000000005,9.76828125,0
"Eaton Message Books, 8.5 x 11",21,61,1261.5439999999999,465.314,21.227809523809523,0
"Eaton Message Books, Multicolor",20,77,1416.156,492.856,18.031799999999997,0
"Eaton Message Books, Premium",17,55,831.775,254.915,14.765141176470587,0
"Eaton Message Books, Recycled",24,93,1543.1702,317.1902,17.413654166666664,0
"Eaton Note Cards, 8.5 x 11",21,81,1811.4745,282.4045,20.636971428571428,0
"Eaton Note Cards, Multicolor",14,66,1434.624,209.424,22.41097142857143,0
"Eaton Note Cards, Premium",33,131,2632.9772,232.59719999999996,20.908003030303032,0
"Eaton Parchment Paper, 8.5 x 11",13,65,781.297,182.467,11.920615384615385,0
"Eaton Parchment Paper, Multicolor",14,40,443.42400000000004,15.474000000000004,10.788,0
"Eaton Parchment Paper, Premium",16,56,607.5868,43.1968,10.99769375,0
"Eaton Parchment Paper, Recycled",12,46,409.2942,103.2042,9.027783333333334,0
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",10,21,1098.504,492.6624,52.151199999999996,0
"Eberhard Faber 3 1/2"" Golf Pencils",7,20,139.872,28.272000000000002,7.014857142857143,0
EcoTones Memo Sheets,3,15,52.8,21.6,3.733333333333333,0
Economy #2 Pencils,4,13,34.58,8.9908,2.66,0
Economy Binders,4,19,29.952,9.7968,1.456,0
Economy Rollaway Files,7,20,3138.8,693.84,151.04,0
"Eldon ""L"" Workstation Diamond Chairmat",4,19,1002.936,-267.44960000000003,53.186,0
Eldon 100 Class Desk Accessories,4,18,36.396,-4.852800000000001,2.359,0
Eldon 200 Class Desk Accessories,7,22,133.136,39.187200000000004,6.1005714285714285,0
"Eldon 200 Class Desk Accessories, Black",2,12,75.36,28.6368,6.28,0
"Eldon 200 Class Desk Accessories, Burgundy",5,25,135.648,44.588,5.5264,0
"Eldon 200 Class Desk Accessories, Smoke",4,22,138.16,58.0272,6.28,0
"Eldon 300 Class Desk Accessories, Black",2,6,29.7,13.068000000000001,4.95,0
"Eldon 400 Class Desk Accessories, Black Carbon",6,22,159.25,47.6,7.291666666666667,0
Eldon 500 Class Desk Accessories,6,17,197.948,60.4707,11.265333333333333,0
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,5,13,563.03,56.303000000000004,43.31,0
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,3,10,379.4,-48.78,43.35999999999999,0
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,4,14,1431.9440000000002,46.3276,100.02550000000001,0
"Eldon Base for stackable storage shelf, platinum",7,25,872.256,-52.568999999999996,35.60228571428571,0
"Eldon Box, Blue",32,97,803.3238,143.8638,8.22830625,0
"Eldon Box, Industrial",45,141,1079.6922,263.4522,8.256275555555556,0
"Eldon Box, Single Width",29,102,903.0504,210.2904,8.655427586206896,0
"Eldon Box, Wire Frame",32,90,642.837,116.997,7.38625,0
Eldon Cleatmat Chair Mats for Medium Pile Carpets,4,8,344.1,-42.18000000000001,38.85,0
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,5,20,1304.128,-111.32800000000002,66.7968,0
"Eldon Clock, Black",19,66,3051.8916,671.3616,43.708800000000004,0
"Eldon Clock, Duo Pack",19,50,2398.6148,841.8248,46.61397894736842,0
"Eldon Clock, Durable",15,58,2259.81,226.15,37.723,0
"Eldon Clock, Erganomic",16,41,1804.916,702.746,46.4095,0
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,5,18,1200.936,-256.5636,76.42320000000001,0
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",6,17,546.192,17.447799999999997,31.608333333333334,0
"Eldon Door Stop, Black",19,73,3211.2432,419.4932,42.6624,0
"Eldon Door Stop, Duo Pack",16,54,1935.144,298.964,37.769625,0
"Eldon Door Stop, Durable",19,70,2691.7176,557.1576,38.94416842105263,0
"Eldon Door Stop, Erganomic",20,65,2523.552,239.482,34.8777,0
Eldon Econocleat Chair Mats for Low Pile Carpets,2,8,331.76,39.8112,41.47,0
Eldon Executive Woodline II Cherry Finish Desk Accessories,2,6,98.13600000000001,-78.5088,16.356,0
"Eldon Executive Woodline II Desk Accessories, Mahogany",5,17,361.87199999999996,50.008700000000005,19.0988,0
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",4,15,108.08,6.755,7.720000000000001,0
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",6,20,262.752,-7.616000000000003,13.327999999999998,0
Eldon Expressions Mahogany Wood Desk Collection,2,15,93.6,23.4,6.24,0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",5,20,155.708,20.636,7.504,0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",3,13,121.296,21.7056,9.221333333333334,0
"Eldon Expressions Wood Desk Accessories, Oak",12,33,183.024,10.110600000000002,6.1499999999999995,0
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",5,23,160.54000000000002,46.5566,6.9799999999999995,0
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",5,15,149.70000000000002,41.916,9.98,0
"Eldon File Cart, Blue",27,86,9619.336,210.85599999999997,107.83762962962963,0
"Eldon File Cart, Industrial",37,127,12733.581,447.901,97.58813513513513,0
Eldon File Chest Portable File,1,5,79.4,5.955,15.88,0
Eldon Fold 'N Roll Cart System,5,24,301.968,63.7488,12.3024,0
"Eldon Folders, Blue",31,105,1535.6712,146.6412,14.692264516129033,0
"Eldon Folders, Industrial",37,159,2275.2708000000002,-73.4992,14.21652972972973,0
"Eldon Folders, Single Width",22,70,802.3050000000001,151.66500000000002,11.649272727272727,0
"Eldon Folders, Wire Frame",38,115,1539.195,193.175,13.079342105263159,0
"Eldon Frame, Black",10,34,2874.0875,-120.5125,92.14750000000001,0
"Eldon Frame, Duo Pack",19,65,5518.9095,735.5295000000001,87.31412105263158,0
"Eldon Frame, Durable",21,80,7124.9344,1464.3844000000001,88.08868571428572,0
"Eldon Frame, Erganomic",10,56,4349.744,-310.786,83.85510000000001,0
Eldon Gobal File Keepers,6,24,348.22,-0.605599999999999,14.130666666666668,0
Eldon Image Series Black Desk Accessories,5,12,48.852,17.0568,3.9744,0
"Eldon Image Series Desk Accessories, Burgundy",8,31,111.18799999999999,28.2568,3.6574999999999998,0
"Eldon Image Series Desk Accessories, Ebony",5,18,180.31,55.821999999999996,10.373999999999999,0
"Eldon Imàge Series Desk Accessories, Clear",3,17,53.46,6.3666,3.564,0
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,1,3,36.744,3.6744,12.248,0
"Eldon Light Bulb, Black",20,61,933.66,38.01,16.065,0
"Eldon Light Bulb, Duo Pack",23,75,1429.7160000000001,430.716,20.189695652173913,0
"Eldon Light Bulb, Durable",17,54,932.4744000000001,266.51439999999997,17.648876470588238,0
"Eldon Light Bulb, Erganomic",15,47,782.4076,-21.742400000000004,18.12437333333333,0
"Eldon Lockers, Blue",36,123,19255.3236,-2181.0964,149.696925,0
"Eldon Lockers, Industrial",30,109,17825.3415,6485.4615,162.6357133333333,0
"Eldon Lockers, Single Width",28,86,12826.512,1248.382,156.93814285714285,0
"Eldon Lockers, Wire Frame",32,104,14952.7518,1573.0118,152.72105625,0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,6,30,709.5,205.755,23.650000000000002,0
"Eldon Photo Frame, Black",15,37,1636.3776,240.0276,43.31132,0
"Eldon Photo Frame, Duo Pack",22,72,2888.1405,-273.0895,43.75970454545455,0
"Eldon Photo Frame, Durable",16,42,1720.1842,266.1242,40.7117,0
"Eldon Photo Frame, Erganomic",21,59,2188.2652,-75.7548,41.30484285714286,0
Eldon Pizzaz Desk Accessories,4,19,37.464,13.736799999999999,2.007,0
Eldon Portable Mobile Manager,9,34,899.304,197.3944,26.394666666666666,0
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,7,35,614.058,127.446,17.103142857142856,0
Eldon Radial Chair Mat for Low to Medium Pile Carpets,6,20,775.612,135.932,37.31466666666667,0
"Eldon Regeneration Recycled Desk Accessories, Black",3,9,39.688,13.116399999999999,4.517333333333333,0
"Eldon Regeneration Recycled Desk Accessories, Smoke",5,21,33.756,8.9088,1.6008,0
Eldon Shelf Savers Cubes and Bins,8,45,300.14,-7.678,6.631,0
"Eldon Shelving, Blue",38,132,4705.1328,864.8028,36.225805263157895,0
"Eldon Shelving, Industrial",37,132,5033.44,-216.15999999999997,37.79837837837838,0
"Eldon Shelving, Single Width",38,136,5355.986,-834.304,39.325250000000004,0
"Eldon Shelving, Wire Frame",24,64,2413.1252,-55.24479999999999,38.90882083333333,0
Eldon Simplefile Box Office,8,30,345.832,77.128,11.507,0
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",6,18,50.768,9.285200000000001,2.783333333333333,0
"Eldon Stackable Tray, Side-Load, Legal, Smoke",5,17,155.38,52.8292,9.14,0
"Eldon Stacking Tray, Black",12,43,1038.45,180.3,22.618750000000002,0
"Eldon Stacking Tray, Duo Pack",18,72,1721.9135999999999,34.59360000000001,24.42393333333333,0
"Eldon Stacking Tray, Durable",19,70,1639.0485,210.4185,22.648815789473684,0
"Eldon Stacking Tray, Erganomic",10,44,996.1688,114.2288,21.81692,0
"Eldon Trays, Blue",30,69,2771.067,538.747,40.0816,0
"Eldon Trays, Industrial",27,87,3228.3849999999998,836.1550000000001,36.90574074074074,0
"Eldon Trays, Single Width",35,113,4146.72,320.96,37.86057142857143,0
"Eldon Trays, Wire Frame",40,148,5085.9648,599.1148000000001,34.60968,0
Eldon Wave Desk Accessories,14,61,266.73,98.9996,3.7125714285714286,0
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,5,13,168.84,78.256,12.864,0
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",4,33,2863.8,627.1722000000001,84.0048,0
Electrix Fluorescent Magnifier Lamps & Weighted Base,2,11,463.79600000000005,73.0232,44.406000000000006,0
Electrix Halogen Magnifier Lamp,6,17,2759.06,314.76599999999996,148.96333333333334,0
"Electrix Incandescent Magnifying Lamp, Black",2,5,117.28,-16.4925,21.99,0
"Elite 5"" Scissors",7,24,179.14,37.18,7.725714285714285,0
"Elite Box Cutter, Easy Grip",22,70,1946.8349,14.964899999999997,29.396081818181816,0
"Elite Box Cutter, High Speed",16,57,1579.0051,212.5151,25.21529375,0
"Elite Box Cutter, Serrated",10,43,1125.3411,283.79110000000003,24.313769999999998,0
"Elite Box Cutter, Steel",10,28,681.9138,34.2038,27.40914,0
"Elite Letter Opener, Easy Grip",27,99,2248.841,66.131,22.744851851851852,0
"Elite Letter Opener, High Speed",30,112,2107.075,375.365,19.8648,0
"Elite Letter Opener, Steel",16,46,914.0,194.16,19.240000000000002,0
"Elite Ruler, Easy Grip",16,54,591.5112,-31.558800000000005,12.3970375,0
"Elite Ruler, High Speed",14,49,489.854,-11.865999999999996,10.379571428571428,0
"Elite Ruler, Serrated",16,56,472.5,10.889999999999997,7.984375,0
"Elite Ruler, Steel",23,97,959.2,150.85,10.426086956521738,0
"Elite Scissors, Easy Grip",13,43,686.665,11.905,17.549,0
"Elite Scissors, High Speed",14,44,628.587,56.667000000000016,15.449142857142858,0
"Elite Scissors, Serrated",19,68,1043.2275,237.29749999999999,16.04186842105263,0
"Elite Scissors, Steel",15,64,1159.2198,217.2498,17.636593333333334,0
"Elite Shears, Easy Grip",28,77,2825.8893,-185.7507,36.640389285714285,0
"Elite Shears, High Speed",15,55,1881.9669999999999,-3.0529999999999866,37.66023333333333,0
"Elite Shears, Serrated",16,55,1666.808,-13.191999999999974,30.6880625,0
"Elite Shears, Steel",20,55,1874.6545999999998,51.73460000000001,35.534589999999994,0
"Elite Trimmer, Easy Grip",19,82,2543.5761,621.8961,32.573826315789475,0
"Elite Trimmer, High Speed",15,48,1634.4363,142.0763,31.69698,0
"Elite Trimmer, Serrated",23,95,2985.186,778.946,30.946239130434783,0
"Elite Trimmer, Steel",25,104,3113.3798,993.4298,30.764167999999998,0
Embossed Ink Jet Note Cards,4,15,284.382,108.336,19.1845,0
Enermax Acrylux Wireless Keyboard,6,29,2450.16,630.468,89.64,0
Enermax Aurora Lite Keyboard,5,21,1641.1499999999999,722.106,78.15,0
Enermax Briskie RF Wireless Keyboard and Mouse Combo,5,24,469.402,150.3748,19.9392,0
"Enermax Cards & Envelopes, 8.5 x 11",15,51,1850.2764,392.6364,39.64837333333333,0
"Enermax Cards & Envelopes, Multicolor",14,45,1753.6364999999998,166.3665,39.72044999999999,0
"Enermax Cards & Envelopes, Premium",21,57,2199.57,354.69,36.29690476190476,0
"Enermax Cards & Envelopes, Recycled",12,34,1128.24,-82.8,30.034166666666668,0
"Enermax Computer Printout Paper, 8.5 x 11",17,57,1421.5786,199.8386,24.994605882352943,0
"Enermax Computer Printout Paper, Multicolor",12,32,751.1832,16.963200000000004,22.6922,0
"Enermax Computer Printout Paper, Premium",14,41,960.388,276.558,23.2505,0
"Enermax Computer Printout Paper, Recycled",15,53,1276.154,66.57400000000001,22.893199999999997,0
"Enermax Flash Drive, Bluetooth",18,65,1954.0696,130.7296,28.748755555555558,0
"Enermax Flash Drive, Erganomic",22,77,2368.3215,803.4815,29.479622727272726,0
"Enermax Flash Drive, Programmable",20,70,2608.1592,399.7392,36.918330000000005,0
"Enermax Flash Drive, USB",18,69,2514.928,656.798,36.32055555555556,0
"Enermax Keyboard, Bluetooth",17,50,3082.1778,39.57780000000001,63.47869411764706,0
"Enermax Keyboard, Erganomic",25,78,4858.5914999999995,1149.6615,60.519059999999996,0
"Enermax Keyboard, Programmable",26,63,4317.6672,989.9372,70.12467692307692,0
"Enermax Keyboard, USB",24,72,4610.217,786.527,61.24179166666667,0
"Enermax Memo Slips, 8.5 x 11",18,60,830.28,239.18,15.18,0
"Enermax Memo Slips, Multicolor",15,59,749.0316,204.7716,13.140106666666668,0
"Enermax Memo Slips, Premium",21,74,930.204,52.044000000000004,12.614999999999998,0
"Enermax Memo Slips, Recycled",14,38,553.0983,153.4783,13.749792857142856,0
"Enermax Memory Card, Bluetooth",13,36,3297.4824,129.05239999999998,90.01613076923078,0
"Enermax Memory Card, Erganomic",21,55,4284.17,1147.22,86.10904761904762,0
"Enermax Memory Card, Programmable",13,54,4919.1442,1347.9342000000001,95.35666923076923,0
"Enermax Memory Card, USB",29,120,10524.864,572.264,82.69641379310345,0
"Enermax Message Books, 8.5 x 11",16,55,873.792,60.212,16.317,0
"Enermax Message Books, Multicolor",21,79,1382.795,194.54500000000002,16.964714285714287,0
"Enermax Message Books, Premium",10,50,884.1,169.07999999999998,17.017500000000002,0
"Enermax Message Books, Recycled",23,74,1372.8366,419.7966,18.76918695652174,0
"Enermax Mouse, Bluetooth",26,81,2700.9073,741.4273000000001,33.12561153846154,0
"Enermax Mouse, Erganomic",18,79,2615.819,497.409,32.871833333333335,0
"Enermax Mouse, Programmable",16,69,2592.2336999999998,300.6537,36.12223125,0
"Enermax Mouse, USB",21,74,2565.405,229.365,33.325714285714284,0
"Enermax Note Cards, 8.5 x 11",22,100,2278.0085,598.6084999999999,23.45116363636364,0
"Enermax Note Cards, Multicolor",24,84,2118.5536,102.0136,25.3776,0
"Enermax Note Cards, Premium",43,171,3940.6707,573.2307,23.444839534883723,0
"Enermax Numeric Keypad, Bluetooth",40,167,7268.8294,422.9994,44.995982500000004,0
"Enermax Numeric Keypad, Erganomic",24,82,3905.9198,524.0798,48.07718333333333,0
"Enermax Numeric Keypad, USB",17,70,2715.645,-266.00499999999994,43.9930705882353,0
"Enermax Parchment Paper, 8.5 x 11",15,58,897.5337000000001,139.2937,13.88366,0
"Enermax Parchment Paper, Multicolor",22,59,796.656,88.476,13.43490909090909,0
"Enermax Parchment Paper, Premium",18,79,1018.818,42.988,12.6825,0
"Enermax Parchment Paper, Recycled",16,46,424.67699999999996,-70.083,9.5274375,0
"Enermax Router, Bluetooth",17,64,12577.2266,1180.1266,198.45822352941175,0
"Enermax Router, Erganomic",21,71,14231.1384,1689.8784,193.60931428571428,0
"Enermax Router, Programmable",13,42,8500.771499999999,1658.9715,195.07236923076923,0
